label,node_idx,number_neighbors,prediction_explain,prediction_full,prediction_explain_binary,abstract,address,author,booktitle,carriedOutBy,carriesOut,chapter,dealtWithIn,edition,editor,fax,financedBy,finances,hasProject,head,homepage,howpublished,isAbout,isWorkedOnBy,isbn,journal,member,month,name,note,number,pages,phone,photo,projectInfo,publication,publishes,series,title,type,volume,worksAtProject,year,type,type,range,subClassOf,allValuesFrom,inverseOf,onProperty
[0],5783,1078,[0.32699466 0.22823068 0.26649466 0.17828004],[0.39413357 0.11826013 0.4409748  0.04663156],[0.38916358 0.20141263 0.24617116 0.16325264],,,18.0,,,,,,,,28.0,,,,,,,,20.0,,,,,4.0,,,,6.0,,,14.0,,,,1430,,,,1430,1430,,,,,
[0],5701,1064,[0.27077678 0.25481617 0.222061   0.25234598],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27788153 0.25211057 0.21101366 0.25899416],,,,,,,,,,,226.0,,,,,42.0,,,,,,,,2.0,,,,128.0,,,,,,,1826,,,,1826,1826,,,,,
[0],5845,1144,[0.4872209  0.18453856 0.24776995 0.08047058],[9.8531187e-01 1.8278176e-03 1.2831686e-02 2.8650889e-05],[0.58106565 0.12128241 0.2633784  0.03427356],,,80.0,,,,,,,,30.0,,,,,,,,78.0,,,58.0,,,,,,2.0,2.0,,76.0,,,,1554,,16.0,,1554,1554,,,,,
[0],5778,1102,[0.38333923 0.20487067 0.25968766 0.15210244],[0.761623   0.031212   0.19649462 0.01067041],[0.53638166 0.14050998 0.21320452 0.10990387],,,34.0,,,,,,,,210.0,,,,,,,,,,,34.0,,2.0,,,,6.0,,,30.0,,,,1752,,,,1752,1752,,,,,
[1],5731,1120,[0.1202426  0.63215876 0.1771379  0.07046069],[1.1364882e-05 9.9985659e-01 1.3180358e-04 2.2794679e-07],[0.11546166 0.6427363  0.1390133  0.10278875],,,64.0,,,,,,,,180.0,,,,,2.0,,,62.0,,,8.0,,2.0,,,,2.0,,,58.0,,,,1358,,14.0,,1358,1358,,,,,
[1],5905,1056,[0.26476392 0.27469537 0.24763077 0.21290986],[0.15494749 0.54743814 0.21439601 0.08321825],[0.26474088 0.28847605 0.24786326 0.1989198 ],,,8.0,,,,,,,,6.0,,,,,,,,,,,,,2.0,,,,2.0,,,8.0,,,,1450,,,,1450,1450,,,,,
[1],5808,1103,[0.25729617 0.34753144 0.23159333 0.16357905],[0.33454943 0.45557433 0.18355651 0.02631968],[0.19947404 0.48097047 0.19213928 0.12741612],,,22.0,,,,,,,,210.0,,,,,2.0,,,12.0,,,36.0,,,,,,2.0,2.0,,18.0,,,,1784,,16.0,,1784,1784,,,,,
[1],5785,1109,[0.2536573  0.3379187  0.27072686 0.13769722],[0.06015658 0.74386996 0.19148983 0.00448361],[0.23428585 0.40712026 0.2446295  0.11396439],,,32.0,,,,,,,,8.0,,,,,,,,34.0,,,20.0,,2.0,,,,4.0,2.0,,28.0,,,,1556,,6.0,,1556,1556,,,,,
[2],5757,1080,[0.15336582 0.15033278 0.6265767  0.06972468],[4.2013343e-07 1.4281601e-06 9.9999809e-01 6.0993544e-09],[0.20977801 0.21357115 0.4505113  0.12613952],,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,30.0,,,,856,,,,856,856,,,,,
[2],5797,1178,[0.01594503 0.03417069 0.9481754  0.00170886],[1.3037322e-17 9.3949744e-12 1.0000000e+00 1.2543196e-22],[2.0454878e-03 5.4508224e-03 9.9242014e-01 8.3539308e-05],,,154.0,,,,,,,,28.0,,,,,,,,104.0,,,104.0,,2.0,,,,8.0,2.0,,144.0,,,,1740,,60.0,,1740,1740,,,,,
[2],5900,1244,[1.5105198e-05 4.5758617e-05 9.9993885e-01 2.1071547e-07],[5.3081997e-33 3.7996071e-27 1.0000000e+00 2.4102334e-43],[1.2322838e-09 1.3465094e-08 1.0000000e+00 1.0509150e-12],,,396.0,,,,,,,,28.0,,,,,2.0,,,136.0,,,42.0,,2.0,,,,8.0,2.0,,384.0,,,,1836,,34.0,,1836,1836,,,,,
[2],5677,1182,[3.9544527e-04 3.0969636e-04 9.9928468e-01 1.0251475e-05],[1.33956075e-14 4.06831222e-16 1.00000000e+00 1.92327712e-21],[2.5697877e-06 1.6047310e-06 9.9999583e-01 9.3978532e-09],,,332.0,,,,,,,6.0,214.0,,,,,,,,,,,,,2.0,,,,14.0,,,336.0,,,,1772,,,,1772,1772,,,,,
[2],5791,1643,[2.4888321e-19 1.1619988e-17 1.0000000e+00 7.1745266e-27],[0. 0. 1. 0.],[3.7241557e-34 5.0213771e-31 1.0000000e+00 0.0000000e+00],,,1328.0,,,,,,,98.0,26.0,,,,,2.0,,,326.0,,,202.0,,2.0,,,,2.0,2.0,,1424.0,,,,2096,,134.0,,2096,2096,,,,,
[2],5811,1176,[0.06811788 0.17740321 0.72235024 0.03212867],[2.0501494e-09 7.5574186e-05 9.9992442e-01 3.5944112e-10],[0.01547568 0.0920127  0.8870987  0.00541279],,,116.0,,,,,,,,214.0,,,,,,,,96.0,,,88.0,,2.0,,,,4.0,,,108.0,,,,1804,,42.0,,1804,1804,,,,,
[2],5831,1115,[0.22242832 0.23379445 0.38905954 0.15471761],[0.01095809 0.03080538 0.95596725 0.0022693 ],[0.17895462 0.188887   0.5379816  0.0941767 ],,,26.0,,,,,,,,2.0,,,,,,,,82.0,,,48.0,,2.0,,,,,,,14.0,,,,1486,,10.0,,1486,1486,,,,,
[2],5839,1087,[0.27095193 0.26737872 0.25370473 0.20796466],[0.21621688 0.24502543 0.4473324  0.09142534],[0.24020204 0.29790577 0.25451338 0.20737877],,,8.0,,,,,,,,24.0,,,,,,,,,,,44.0,,,,,,4.0,2.0,,4.0,,,,1506,,8.0,,1506,1506,,,,,
[2],5755,1158,[0.01734661 0.02391568 0.95633346 0.00240418],[1.7424182e-17 4.4296854e-12 1.0000000e+00 7.4923131e-23],[3.8647859e-03 6.2228530e-03 9.8962444e-01 2.8800053e-04],,,132.0,,,,,,,,24.0,,,,,,,,86.0,,,72.0,,2.0,,,,2.0,2.0,,122.0,,,,1618,,30.0,,1618,1618,,,,,
[2],5844,1067,[0.2852692  0.25179142 0.25349578 0.20944354],[0.23809642 0.22055978 0.402747   0.13859674],[0.27375972 0.26150754 0.25818363 0.20654908],,,4.0,,,,,,,,260.0,,,,,6.0,,,,,,,,2.0,,,,18.0,,,4.0,,,,2090,,,,2090,2090,,,,,
[2],5861,1263,[5.5517648e-06 9.6890353e-06 9.9998474e-01 3.4038941e-08],[2.5872646e-27 4.5474126e-27 1.0000000e+00 3.4965807e-37],[4.6261880e-10 1.4848085e-09 1.0000000e+00 1.5718607e-13],,,448.0,,,,,,,6.0,2.0,,,,,2.0,,,124.0,,,16.0,,2.0,,,,2.0,2.0,,446.0,,,,1832,,14.0,,1832,1832,,,,,
[3],5857,1101,[0.16067123 0.24296822 0.1876428  0.40871775],[2.2832317e-04 2.5258400e-02 2.8719332e-03 9.7164130e-01],[0.09914511 0.18670401 0.1252016  0.58894926],,,38.0,,,,,,,,208.0,,,,,,,,10.0,,,34.0,,2.0,,,,112.0,2.0,,34.0,,,,1702,,16.0,,1702,1702,,,,,
[3],5752,1119,[0.13735513 0.25862083 0.20340994 0.4006141 ],[5.6651930e-05 1.9348215e-02 2.7087105e-03 9.7788644e-01],[0.08927578 0.23396292 0.13893026 0.53783107],,,50.0,,,,,,,,198.0,,,,,,,,38.0,,,40.0,,2.0,,,,2.0,2.0,,42.0,,,,1598,,18.0,,1598,1598,,,,,
[3],5795,1080,[0.20853539 0.25807172 0.22955115 0.30384177],[0.00697096 0.12540074 0.03696278 0.8306655 ],[0.15653151 0.2741562  0.22083966 0.34847265],,,22.0,,,,,,,,26.0,,,,,,,,8.0,,,24.0,,,,,,2.0,2.0,,20.0,,,,1298,,8.0,,1298,1298,,,,,
[3],5753,1085,[0.23399562 0.2415096  0.22055972 0.30393508],[0.01490195 0.1477734  0.0466284  0.79069626],[0.21484914 0.23100644 0.18635452 0.36778983],,,,,,,,,,,214.0,,,,,,,,22.0,,,32.0,,2.0,,,,4.0,2.0,,,,,,1790,,10.0,,1790,1790,,,,,
