label,node_idx,number_neighbors,prediction_explain,prediction_full,prediction_explain_binary,abstract,address,author,booktitle,carriedOutBy,carriesOut,chapter,dealtWithIn,edition,editor,fax,financedBy,finances,hasProject,head,homepage,howpublished,isAbout,isWorkedOnBy,isbn,journal,member,month,name,note,number,pages,phone,photo,projectInfo,publication,publishes,series,title,type,volume,worksAtProject,year,type,type,range,subClassOf,allValuesFrom,inverseOf,onProperty
[0],5783,1078,[0.31394246 0.23362629 0.2679259  0.18450536],[0.39413357 0.11826013 0.4409748  0.04663156],[0.28680065 0.23932618 0.26648745 0.20738575],,,12.0,,,,,,,,16.0,,,,,,,,12.0,,,,,,,,,2.0,,,4.0,,,,672,,,,672,672,,,,,
[0],5701,1064,[0.27186894 0.25167137 0.22604857 0.25041106],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27788153 0.25211057 0.21101366 0.25899416],,,,,,,,,,,198.0,,,,,36.0,,,,,,,,2.0,,,,108.0,,,,,,,1488,,,,1488,1488,,,,,
[0],5845,1144,[0.45474696 0.19585416 0.25760755 0.09179144],[9.8531187e-01 1.8278176e-03 1.2831686e-02 2.8650889e-05],[0.4008064  0.21334554 0.3023935  0.08345459],,,50.0,,,,,,,,18.0,,,,,,,,34.0,,,42.0,,,,,,2.0,2.0,,42.0,,,,886,,12.0,,886,886,,,,,
[0],5778,1102,[0.36175588 0.21487248 0.25874063 0.16463095],[0.761623   0.031212   0.19649462 0.01067041],[0.3879219  0.18518257 0.2853661  0.14152949],,,22.0,,,,,,,,154.0,,,,,,,,,,,20.0,,2.0,,,,6.0,,,24.0,,,,1180,,,,1180,1180,,,,,
[1],5731,1120,[0.14013533 0.5741098  0.20333987 0.08241501],[1.1364882e-05 9.9985659e-01 1.3180358e-04 2.2794679e-07],[0.2006229  0.31619668 0.22933747 0.25384298],,,40.0,,,,,,,,94.0,,,,,2.0,,,32.0,,,6.0,,,,,,2.0,,,28.0,,,,714,,10.0,,714,714,,,,,
[1],5905,1056,[0.2652805  0.26676056 0.25219256 0.21576639],[0.15494749 0.54743814 0.21439601 0.08321825],[0.25930703 0.25326306 0.26683432 0.2205956 ],,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,718,,,,718,718,,,,,
[1],5808,1103,[0.26201585 0.33032316 0.23471293 0.17294808],[0.33454943 0.45557433 0.18355651 0.02631968],[0.22693801 0.31370527 0.2863944  0.17296234],,,20.0,,,,,,,,158.0,,,,,,,,10.0,,,22.0,,,,,,2.0,2.0,,14.0,,,,1254,,14.0,,1254,1254,,,,,
[1],5785,1109,[0.26674876 0.29542923 0.2770351  0.16078702],[0.06015658 0.74386996 0.19148983 0.00448361],[0.2938323  0.21881859 0.24742176 0.23992726],,,18.0,,,,,,,,4.0,,,,,,,,16.0,,,6.0,,2.0,,,,2.0,2.0,,8.0,,,,748,,2.0,,748,748,,,,,
[2],5757,1080,[0.17708927 0.16952498 0.566474   0.08691175],[4.2013343e-07 1.4281601e-06 9.9999809e-01 6.0993544e-09],[0.26955974 0.24980979 0.27332753 0.20730296],,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,198,,,,198,198,,,,,
[2],5797,1178,[0.02874072 0.05422638 0.9130431  0.00398983],[1.3037322e-17 9.3949744e-12 1.0000000e+00 1.2543196e-22],[0.02459817 0.06025572 0.91240543 0.00274077],,,126.0,,,,,,,,24.0,,,,,,,,78.0,,,76.0,,,,,,6.0,2.0,,120.0,,,,1280,,42.0,,1280,1280,,,,,
[2],5900,1244,[4.7072932e-05 1.2513518e-04 9.9982685e-01 9.2664123e-07],[5.3081997e-33 3.7996071e-27 1.0000000e+00 2.4102334e-43],[6.7229067e-08 4.4328894e-07 9.9999952e-01 1.7375815e-10],,,362.0,,,,,,,,24.0,,,,,2.0,,,128.0,,,38.0,,2.0,,,,6.0,2.0,,340.0,,,,1620,,28.0,,1620,1620,,,,,
[2],5677,1182,[9.7091205e-04 7.7240239e-04 9.9822229e-01 3.4412202e-05],[1.33956075e-14 4.06831222e-16 1.00000000e+00 1.92327712e-21],[4.9041962e-05 3.0432991e-05 9.9992001e-01 5.2907228e-07],,,294.0,,,,,,,6.0,188.0,,,,,,,,,,,,,2.0,,,,10.0,,,276.0,,,,1480,,,,1480,1480,,,,,
