label,node_idx,number_neighbors,prediction_explain,prediction_full,prediction_explain_binary,abstract,address,author,booktitle,carriedOutBy,carriesOut,chapter,dealtWithIn,edition,editor,fax,financedBy,finances,hasProject,head,homepage,howpublished,isAbout,isWorkedOnBy,isbn,journal,member,month,name,note,number,pages,phone,photo,projectInfo,publication,publishes,series,title,type,volume,worksAtProject,year,type,type,range,subClassOf,allValuesFrom,inverseOf,onProperty
[0],5783,1078,[0.31394246 0.23362629 0.2679259  0.18450536],[0.39413357 0.11826013 0.4409748  0.04663156],[0.28680065 0.23932618 0.26648745 0.20738575],,,12.0,,,,,,,,16.0,,,,,,,,12.0,,,,,,,,,2.0,,,4.0,,,,672,,,,672,672,,,,,
[0],5701,1064,[0.27186894 0.25167137 0.22604857 0.25041106],[0.26639837 0.256873   0.22420037 0.2525283 ],[0.27788153 0.25211057 0.21101366 0.25899416],,,,,,,,,,,198.0,,,,,36.0,,,,,,,,2.0,,,,108.0,,,,,,,1488,,,,1488,1488,,,,,
[0],5845,1144,[0.45474696 0.19585416 0.25760755 0.09179144],[9.8531187e-01 1.8278176e-03 1.2831686e-02 2.8650889e-05],[0.4008064  0.21334554 0.3023935  0.08345459],,,50.0,,,,,,,,18.0,,,,,,,,34.0,,,42.0,,,,,,2.0,2.0,,42.0,,,,886,,12.0,,886,886,,,,,
[0],5778,1102,[0.36175588 0.21487248 0.25874063 0.16463095],[0.761623   0.031212   0.19649462 0.01067041],[0.3879219  0.18518257 0.2853661  0.14152949],,,22.0,,,,,,,,154.0,,,,,,,,,,,20.0,,2.0,,,,6.0,,,24.0,,,,1180,,,,1180,1180,,,,,
[1],5731,1120,[0.14013533 0.5741098  0.20333987 0.08241501],[1.1364882e-05 9.9985659e-01 1.3180358e-04 2.2794679e-07],[0.2006229  0.31619668 0.22933747 0.25384298],,,40.0,,,,,,,,94.0,,,,,2.0,,,32.0,,,6.0,,,,,,2.0,,,28.0,,,,714,,10.0,,714,714,,,,,
[1],5905,1056,[0.2652805  0.26676056 0.25219256 0.21576639],[0.15494749 0.54743814 0.21439601 0.08321825],[0.25930703 0.25326306 0.26683432 0.2205956 ],,,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,718,,,,718,718,,,,,
[1],5808,1103,[0.26201585 0.33032316 0.23471293 0.17294808],[0.33454943 0.45557433 0.18355651 0.02631968],[0.22693801 0.31370527 0.2863944  0.17296234],,,20.0,,,,,,,,158.0,,,,,,,,10.0,,,22.0,,,,,,2.0,2.0,,14.0,,,,1254,,14.0,,1254,1254,,,,,
[1],5785,1109,[0.26674876 0.29542923 0.2770351  0.16078702],[0.06015658 0.74386996 0.19148983 0.00448361],[0.2938323  0.21881859 0.24742176 0.23992726],,,18.0,,,,,,,,4.0,,,,,,,,16.0,,,6.0,,2.0,,,,2.0,2.0,,8.0,,,,748,,2.0,,748,748,,,,,
[2],5757,1080,[0.17708927 0.16952498 0.566474   0.08691175],[4.2013343e-07 1.4281601e-06 9.9999809e-01 6.0993544e-09],[0.26955974 0.24980979 0.27332753 0.20730296],,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,198,,,,198,198,,,,,
[2],5797,1178,[0.02874072 0.05422638 0.9130431  0.00398983],[1.3037322e-17 9.3949744e-12 1.0000000e+00 1.2543196e-22],[0.02459817 0.06025572 0.91240543 0.00274077],,,126.0,,,,,,,,24.0,,,,,,,,78.0,,,76.0,,,,,,6.0,2.0,,120.0,,,,1280,,42.0,,1280,1280,,,,,
[2],5900,1244,[4.7072932e-05 1.2513518e-04 9.9982685e-01 9.2664123e-07],[5.3081997e-33 3.7996071e-27 1.0000000e+00 2.4102334e-43],[6.7229067e-08 4.4328894e-07 9.9999952e-01 1.7375815e-10],,,362.0,,,,,,,,24.0,,,,,2.0,,,128.0,,,38.0,,2.0,,,,6.0,2.0,,340.0,,,,1620,,28.0,,1620,1620,,,,,
[2],5677,1182,[9.7091205e-04 7.7240239e-04 9.9822229e-01 3.4412202e-05],[1.33956075e-14 4.06831222e-16 1.00000000e+00 1.92327712e-21],[4.9041962e-05 3.0432991e-05 9.9992001e-01 5.2907228e-07],,,294.0,,,,,,,6.0,188.0,,,,,,,,,,,,,2.0,,,,10.0,,,276.0,,,,1480,,,,1480,1480,,,,,
[2],5791,1643,[2.3139605e-19 1.1080344e-17 1.0000000e+00 6.6741677e-27],[0. 0. 1. 0.],[3.7241557e-34 5.0213771e-31 1.0000000e+00 0.0000000e+00],,,1328.0,,,,,,,98.0,26.0,,,,,2.0,,,326.0,,,202.0,,2.0,,,,2.0,2.0,,1424.0,,,,2096,,134.0,,2096,2096,,,,,
[2],5811,1176,[0.09257486 0.20143995 0.6584924  0.04749279],[2.0501494e-09 7.5574186e-05 9.9992442e-01 3.5944112e-10],[0.08334375 0.24069215 0.6308866  0.04507748],,,100.0,,,,,,,,166.0,,,,,,,,72.0,,,74.0,,2.0,,,,2.0,,,84.0,,,,1380,,32.0,,1380,1380,,,,,
[2],5831,1115,[0.23960114 0.24730428 0.33823648 0.1748581 ],[0.01095809 0.03080538 0.95596725 0.0022693 ],[0.2566359  0.28870884 0.2606928  0.1939624 ],,,14.0,,,,,,,,2.0,,,,,,,,40.0,,,22.0,,,,,,,,,6.0,,,,756,,6.0,,756,756,,,,,
[2],5839,1087,[0.2708141  0.2661755  0.25338086 0.20962958],[0.21621688 0.24502543 0.4473324  0.09142534],[0.26777288 0.28704754 0.23269825 0.21248129],,,8.0,,,,,,,,10.0,,,,,,,,,,,26.0,,,,,,2.0,,,2.0,,,,968,,6.0,,968,968,,,,,
[2],5755,1158,[0.02855419 0.03693664 0.9298145  0.00469467],[1.7424182e-17 4.4296854e-12 1.0000000e+00 7.4923131e-23],[0.07602156 0.09170622 0.81079495 0.0214773 ],,,80.0,,,,,,,,12.0,,,,,,,,58.0,,,50.0,,,,,,2.0,2.0,,72.0,,,,1020,,18.0,,1020,1020,,,,,
[2],5844,1067,[0.28533897 0.25175744 0.25341418 0.2094894 ],[0.23809642 0.22055978 0.402747   0.13859674],[0.27375972 0.26150754 0.25818363 0.20654908],,,4.0,,,,,,,,260.0,,,,,6.0,,,,,,,,2.0,,,,18.0,,,4.0,,,,2090,,,,2090,2090,,,,,
[2],5861,1263,[1.7082768e-05 2.8079732e-05 9.9995470e-01 1.4905140e-07],[2.5872646e-27 4.5474126e-27 1.0000000e+00 3.4965807e-37],[5.7574983e-08 1.2357128e-07 9.9999976e-01 8.1622327e-11],,,408.0,,,,,,,6.0,2.0,,,,,2.0,,,118.0,,,16.0,,2.0,,,,2.0,,,392.0,,,,1630,,14.0,,1630,1630,,,,,
[3],5857,1101,[0.18614085 0.24786747 0.20480669 0.36118498],[2.2832317e-04 2.5258400e-02 2.8719332e-03 9.7164130e-01],[0.2210965  0.24605907 0.21749468 0.31534973],,,22.0,,,,,,,,154.0,,,,,,,,6.0,,,26.0,,2.0,,,,78.0,2.0,,26.0,,,,1144,,12.0,,1144,1144,,,,,
[3],5752,1119,[0.15990499 0.26510924 0.22190855 0.35307723],[5.6651930e-05 1.9348215e-02 2.7087105e-03 9.7788644e-01],[0.22924599 0.2804304  0.2829153  0.20740831],,,34.0,,,,,,,,100.0,,,,,,,,22.0,,,18.0,,,,,,,,,18.0,,,,808,,6.0,,808,808,,,,,
[3],5795,1080,[0.20970373 0.26260093 0.24242885 0.28526652],[0.00697096 0.12540074 0.03696278 0.8306655 ],[0.18607372 0.27472463 0.28442302 0.25477865],,,14.0,,,,,,,,18.0,,,,,,,,2.0,,,8.0,,,,,,2.0,2.0,,10.0,,,,716,,2.0,,716,716,,,,,
[3],5753,1085,[0.23514338 0.2457792  0.22584192 0.2932355 ],[0.01490195 0.1477734  0.0466284  0.79069626],[0.20200516 0.25222635 0.23508954 0.31067896],,,,,,,,,,,164.0,,,,,,,,18.0,,,24.0,,,,,,,2.0,,,,,,1278,,8.0,,1278,1278,,,,,
[3],5798,1076,[0.2727451  0.2467016  0.23984608 0.24070732],[0.26238906 0.24913377 0.24745604 0.24102116],[0.28625613 0.2406412  0.22349037 0.24961229],,,,,,,,,,,260.0,,,,,,,,,,,24.0,,2.0,,,,140.0,2.0,,,,,,2220,,,,2220,2220,,,,,
