label,node_idx,number_neighbors,prediction_explain,prediction_full,prediction_explain_binary,abstract,address,author,booktitle,carriedOutBy,carriesOut,chapter,dealtWithIn,edition,editor,fax,financedBy,finances,hasProject,head,homepage,howpublished,isAbout,isWorkedOnBy,isbn,journal,member,month,name,note,number,pages,phone,photo,projectInfo,publication,publishes,series,title,type,volume,worksAtProject,year,type,type,range,subClassOf,allValuesFrom,inverseOf,onProperty
0,5778,23,[0.30155987 0.23256573 0.27677682 0.18909758],[0.761623   0.031212   0.19649462 0.01067041],[0.29965964 0.22841038 0.27277023 0.19915971],,,4.0,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,3.0,1.0,,,1.0,,,,1.0,1.0,,,,,
1,5731,61,[0.16663899 0.477854   0.27784225 0.07766465],[1.1364882e-05 9.9985659e-01 1.3180358e-04 2.2794679e-07],[0.18642758 0.4168007  0.31282958 0.08394209],,,5.0,,,,,,,,,,,,,,,10.0,4.0,,,1.0,,,,,,,,1.0,7.0,,,,1.0,,1.0,,1.0,1.0,,,,,
1,5905,7,[0.29180264 0.2318734  0.24046618 0.23585786],[0.15494749 0.54743814 0.21439601 0.08321825],[0.29840934 0.21924187 0.23645452 0.24589427],,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,,
1,5808,31,[0.24758147 0.318146   0.24301995 0.19125259],[0.33454943 0.45557433 0.18355651 0.02631968],[0.2330137  0.32293135 0.24355078 0.20050415],,,3.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,
1,5785,55,[0.2001847  0.40051994 0.2601383  0.13915703],[0.06015658 0.74386996 0.19148983 0.00448361],[0.2056426  0.36419046 0.27007508 0.16009185],,,4.0,,,,,1.0,,,,,,1.0,,,,6.0,3.0,,,1.0,,,,,,,,2.0,3.0,4.0,,,1.0,,1.0,,1.0,1.0,,,,,
2,5757,24,[0.27310312 0.2145246  0.37708706 0.13528514],[4.2013343e-07 1.4281601e-06 9.9999809e-01 6.0993544e-09],[0.2950819  0.2222827  0.32162118 0.16101415],,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,4.0,,,,1.0,,,,1.0,1.0,,,,,
2,5797,233,[3.3003069e-03 1.3839188e-02 9.8197365e-01 8.8683760e-04],[1.3037322e-17 9.3949744e-12 1.0000000e+00 1.2543196e-22],[0.02019417 0.06065324 0.91049016 0.00866254],,,8.0,,6.0,2.0,,5.0,,,,,,14.0,,,,30.0,4.0,,,5.0,,1.0,,,,,,13.0,11.0,9.0,,,1.0,,6.0,,1.0,1.0,,,,,
2,5900,410,[2.813831e-07 8.485564e-06 9.999912e-01 9.713695e-09],[5.3081997e-33 3.7996071e-27 1.0000000e+00 2.4102334e-43],[6.3986648e-05 3.9224135e-04 9.9953794e-01 5.8677615e-06],,,21.0,,,,,2.0,,,,,,35.0,,1.0,,78.0,7.0,,,1.0,,,,,,,,32.0,25.0,,,,,,,,,,,,,,
2,5677,82,[0.0576068  0.05998593 0.8763175  0.00608977],[1.33956075e-14 4.06831222e-16 1.00000000e+00 1.92327712e-21],[0.10284527 0.12014271 0.75878024 0.01823179],,,18.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,15.0,,,,1.0,,,,1.0,1.0,,,,,
2,5791,1676,[1.1500522e-25 6.2038488e-20 1.0000000e+00 8.9681741e-33],[0. 0. 1. 0.],[0.0000000e+00 2.1667832e-36 1.0000000e+00 0.0000000e+00],,,152.0,,14.0,14.0,,71.0,,13.0,1.0,,,214.0,,1.0,,606.0,15.0,,,15.0,,1.0,,,,1.0,1.0,214.0,165.0,165.0,,,2.0,,11.0,,2.0,2.0,,,,,
2,5811,98,[0.11394531 0.22496094 0.5759856  0.08510816],[2.0501494e-09 7.5574186e-05 9.9992442e-01 3.5944112e-10],[0.13961898 0.27689734 0.47275153 0.11073217],,,5.0,,,3.0,,,,,1.0,,,7.0,,,,5.0,1.0,,,1.0,,,,,,1.0,,7.0,4.0,6.0,,,,,3.0,,,,,,,,
2,5831,33,[0.22515795 0.25389218 0.3590666  0.1618833 ],[0.01095809 0.03080538 0.95596725 0.0022693 ],[0.22777621 0.25729015 0.35138002 0.16355361],,,3.0,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
